gene_name,number_of_reads_mapped
O/O8-28-wzt/1-1215,5
H/H10-18-fliC/1-1263,5
Stx2e_36_AM939642|1236nt,4
O/O8-36-wzt/1-1215,4
O/O8-24-wzt/1-1215,4
H/H10-2-fliC-origin/1-1263,4
Stx2e_146_GCA_009949705.1|1236nt,3
Stx2e_136_GCA_021535005.1|1236nt,3
O/O8-1-wzm-origin/1-795,3
O/O8-16-wzm/1-795,3
O/O8-14-wzm/1-795,3
O/O8-10-wzm/1-795,3
H/H10-21-fliC/1-1263,3
H/H10-20-fliC/1-1263,3
Stx2e_64_FN182286|1236nt,2
Stx2e_52_FM998838|1235nt,2
Stx2e_47_FM998846|1236nt,2
Stx2e_36_AJ567998|1236nt,2
O/O8-34-wzt/1-1215,2
O/O8-27-wzt/1-1215,2
O/O8-26-wzt/1-1215,2
O/O8-25-wzt/1-1215,2
O/O8-21-wzm/1-795,2
O/O8-13-wzm/1-795,2
H/H10-1-fliC-origin/1-1263,2
Stx2e_80_X81418|1236nt,1
Stx2e_63_X81416|1236nt,1
Stx2e_31_GCF_002534745.1|1236nt,1
Stx2e_102_1810F65304:137:unpublished:137|1236nt,1
O/O8-9-wzm/1-795,1
O/O8-4-wzt-origin/1-1215,1
O/O8-32-wzt/1-1215,1
O/O8-2-wzm-origin/1-795,1
O/O8-22-wzm/1-795,1
O/O8-20-wzm/1-795,1
O/O8-19-wzm/1-795,1
O/O8-12-wzm/1-795,1
H/H6-7-fliC/1-1647,1
H/H45-1-fliC-origin/1-1707,1
H/H31-2-fliC-origin/1-1668,1
H/H10-26-fliC/1-1263,1
H/H10-25-fliC/1-1263,1
H/H10-23-fliC/1-1263,1
#rname,numreads
